Id,Name,Birthday,Birth Country,Team Id,Team Name
8479512,Kasper Bjorkqvist,1997-07-10,FIN,5,Pittsburgh Penguins
8479944,Zach Aston-Reese,1994-08-10,USA,5,Pittsburgh Penguins
8482241,Radim Zohorna,1996-04-29,CZE,5,Pittsburgh Penguins
8478415,Jakub Zboril,1997-02-21,CZE,6,Boston Bruins
8470638,Patrice Bergeron,1985-07-24,CAN,6,Boston Bruins
8473419,Brad Marchand,1988-05-11,CAN,6,Boston Bruins
8473422,Nick Foligno,1987-10-31,USA,6,Boston Bruins
8475186,John Moore,1990-11-19,USA,6,Boston Bruins
8475225,Craig Smith,1989-09-05,USA,6,Boston Bruins
8475287,Erik Haula,1991-03-23,FIN,6,Boston Bruins
8475745,Charlie Coyle,1992-03-02,USA,6,Boston Bruins
8475762,Derek Forbort,1992-03-04,USA,6,Boston Bruins
8475791,Taylor Hall,1991-11-14,CAN,6,Boston Bruins
8476422,Mike Reilly,1993-07-13,USA,6,Boston Bruins
8476891,Matt Grzelcyk,1994-01-05,USA,6,Boston Bruins
8476999,Linus Ullmark,1993-07-31,SWE,6,Boston Bruins
8477320,Anton Blidh,1995-03-14,SWE,6,Boston Bruins
8477365,Connor Clifton,1995-04-28,USA,6,Boston Bruins
8477508,Curtis Lazar,1995-02-02,CAN,6,Boston Bruins
8477956,David Pastrnak,1996-05-25,CZE,6,Boston Bruins
8478443,Brandon Carlo,1996-11-26,USA,6,Boston Bruins
8478498,Jake DeBrusk,1996-10-17,CAN,6,Boston Bruins
8479325,Charlie McAvoy,1997-12-21,USA,6,Boston Bruins
8479365,Trent Frederic,1998-02-11,USA,6,Boston Bruins
8479546,Oskar Steen,1998-03-09,SWE,6,Boston Bruins
8480001,Urho Vaakanainen,1999-01-01,FIN,6,Boston Bruins
8480280,Jeremy Swayman,1998-11-24,USA,6,Boston Bruins
8467950,Craig Anderson,1981-05-21,USA,7,Buffalo Sabres
8479465,Drake Caggiula,1994-06-20,CAN,7,Buffalo Sabres
8479999,Casey Mittelstadt,1998-11-22,USA,7,Buffalo Sabres
8474682,Dustin Tokarski,1989-09-16,CAN,7,Buffalo Sabres
8477949,Alex Tuch,1996-05-10,USA,7,Buffalo Sabres
8475236,Cody Eakin,1991-05-24,CAN,7,Buffalo Sabres
8475784,Jeff Skinner,1992-05-16,CAN,7,Buffalo Sabres
8475796,Mark Pysyk,1992-01-11,CAN,7,Buffalo Sabres
8476525,Colin Miller,1992-10-29,CAN,7,Buffalo Sabres
8476873,Mark Jankowski,1994-09-13,CAN,7,Buffalo Sabres
8476876,Malcolm Subban,1993-12-21,CAN,7,Buffalo Sabres
8476878,Zemgus Girgensons,1994-01-05,LVA,7,Buffalo Sabres
8476994,Vinnie Hinostroza,1994-04-03,USA,7,Buffalo Sabres
8477355,Will Butcher,1995-01-06,USA,7,Buffalo Sabres
8477401,John Hayden,1995-02-14,USA,7,Buffalo Sabres
8477462,Robert Hagg,1995-02-08,SWE,7,Buffalo Sabres
8477974,Ryan MacInnis,1996-02-14,USA,7,Buffalo Sabres
8478075,Anders Bjork,1996-08-05,USA,7,Buffalo Sabres
8478109,Victor Olofsson,1995-07-18,SWE,7,Buffalo Sabres
8479289,Ethan Prow,1992-11-17,USA,7,Buffalo Sabres
8479335,Rasmus Asplund,1997-12-03,SWE,7,Buffalo Sabres
8479419,Brett Murray,1998-07-20,CAN,7,Buffalo Sabres
8479420,Tage Thompson,1997-10-30,USA,7,Buffalo Sabres
8480035,Henri Jokiharju,1999-06-17,FIN,7,Buffalo Sabres
8480045,Ukko-Pekka Luukkonen,1999-03-09,FIN,7,Buffalo Sabres
8480196,Jacob Bryson,1997-11-18,CAN,7,Buffalo Sabres
8480839,Rasmus Dahlin,2000-04-13,SWE,7,Buffalo Sabres
8481528,Dylan Cozens,2001-02-09,CAN,7,Buffalo Sabres
8473618,Mathieu Perreault,1988-01-05,CAN,8,Montréal Canadiens
8475726,Tyler Toffoli,1992-04-24,CAN,8,Montréal Canadiens
8476441,Joel Edmundson,1993-06-28,CAN,8,Montréal Canadiens
8476469,Joel Armia,1993-05-31,FIN,8,Montréal Canadiens
8476981,Josh Anderson,1994-05-07,CAN,8,Montréal Canadiens
8477989,Christian Dvorak,1996-02-02,USA,8,Montréal Canadiens
8470642,Shea Weber,1985-08-14,CAN,8,Montréal Canadiens
8471679,Carey Price,1987-08-16,CAN,8,Montréal Canadiens
8473507,Jeff Petry,1987-12-09,USA,8,Montréal Canadiens
8474038,Paul Byron,1989-04-27,CAN,8,Montréal Canadiens
8475227,Chris Wideman,1990-01-07,USA,8,Montréal Canadiens
8475279,Ben Chiarot,1991-05-09,CAN,8,Montréal Canadiens
8477460,Laurent Dauphin,1995-03-27,CAN,8,Montréal Canadiens
8478838,Lukas Vejdemo,1996-01-25,SWE,8,Montréal Canadiens
8480051,Cayden Primeau,1999-08-11,USA,8,Montréal Canadiens
8480858,Cameron Hillis,2000-06-24,CAN,8,Montréal Canadiens
8481058,Jesse Ylonen,1999-10-03,USA,8,Montréal Canadiens
8481461,Corey Schueneman,1995-09-02,USA,8,Montréal Canadiens
8481654,Gianni Fairbrother,2000-09-30,CAN,8,Montréal Canadiens
8474884,Mike Hoffman,1989-11-24,CAN,8,Montréal Canadiens
8475233,David Savard,1990-10-22,CAN,8,Montréal Canadiens
8475848,Brendan Gallagher,1992-05-06,CAN,8,Montréal Canadiens
8475968,Alex Belzile,1991-08-31,CAN,8,Montréal Canadiens
8476967,Brett Kulak,1994-01-06,CAN,8,Montréal Canadiens
8476975,Cedric Paquette,1993-08-13,CAN,8,Montréal Canadiens
8477476,Artturi Lehkonen,1995-07-04,FIN,8,Montréal Canadiens
8477494,Jonathan Drouin,1995-03-28,CAN,8,Montréal Canadiens
8477631,Brandon Baddock,1995-03-29,CAN,8,Montréal Canadiens
8478011,Louie Belpedio,1996-05-14,USA,8,Montréal Canadiens
8478133,Jake Evans,1996-06-02,CAN,8,Montréal Canadiens
8478470,Sam Montembeault,1996-10-30,CAN,8,Montréal Canadiens
8478915,Sami Niku,1996-10-10,FIN,8,Montréal Canadiens
8478933,Michael McNiven,1997-07-09,CAN,8,Montréal Canadiens
8479348,Kale Clague,1998-06-05,CAN,8,Montréal Canadiens
8479543,Michael Pezzetta,1998-03-13,CAN,8,Montréal Canadiens
8480018,Nick Suzuki,1999-08-10,CAN,8,Montréal Canadiens
8480068,Ryan Poehling,1999-01-03,USA,8,Montréal Canadiens
8481014,Alexander Romanov,2000-01-06,RUS,8,Montréal Canadiens
8481093,Rafael Harvey-Pinard,1999-01-06,CAN,8,Montréal Canadiens
8481540,Cole Caufield,2001-01-02,USA,8,Montréal Canadiens
8478400,Colin White,1997-01-30,USA,9,Ottawa Senators
8479458,Nikita Zaitsev,1991-10-29,RUS,9,Ottawa Senators
8481596,Shane Pinto,2000-11-12,USA,9,Ottawa Senators
8474207,Nick Holden,1987-05-15,CAN,9,Ottawa Senators
8474589,Tyler Ennis,1989-10-06,CAN,9,Ottawa Senators
8475766,Austin Watson,1992-01-13,USA,9,Ottawa Senators
8476899,Matt Murray,1994-05-25,CAN,9,Ottawa Senators
8476919,Chris Tierney,1994-07-01,CAN,9,Ottawa Senators
8477015,Connor Brown,1994-01-14,CAN,9,Ottawa Senators
8477384,Josh Brown,1994-01-21,CAN,9,Ottawa Senators
8477426,Nick Paul,1995-03-20,CAN,9,Ottawa Senators
8478469,Thomas Chabot,1997-01-30,CAN,9,Ottawa Senators
8478874,Adam Gaudette,1996-10-03,USA,9,Ottawa Senators
8479376,Victor Mete,1998-06-07,CAN,9,Ottawa Senators
8479580,Dylan Gambrell,1996-08-26,USA,9,Ottawa Senators
8480029,Alex Formenton,1999-09-13,CAN,9,Ottawa Senators
8480064,Josh Norris,1999-05-05,USA,9,Ottawa Senators
8480073,Erik Brannstrom,1999-09-02,SWE,9,Ottawa Senators
8480208,Drake Batherson,1998-04-27,USA,9,Ottawa Senators
8480801,Brady Tkachuk,1999-09-16,USA,9,Ottawa Senators
8482116,Tim Stützle,2002-01-15,DEU,9,Ottawa Senators
8482245,Artem Zub,1995-10-03,RUS,9,Ottawa Senators
8469455,Jason Spezza,1983-06-13,CAN,10,Toronto Maple Leafs
8474162,Jake Muzzin,1989-02-21,CAN,10,Toronto Maple Leafs
8474190,Wayne Simmonds,1988-08-26,CAN,10,Toronto Maple Leafs
8474673,TJ Brodie,1990-06-07,CAN,10,Toronto Maple Leafs
8475166,John Tavares,1990-09-20,CAN,10,Toronto Maple Leafs
8475718,Justin Holl,1992-01-30,USA,10,Toronto Maple Leafs
8475789,Jack Campbell,1992-01-09,USA,10,Toronto Maple Leafs
8475852,Petr Mrazek,1992-02-14,CZE,10,Toronto Maple Leafs
8476853,Morgan Rielly,1994-03-09,CAN,10,Toronto Maple Leafs
8477021,Alexander Kerfoot,1994-08-11,CAN,10,Toronto Maple Leafs
8477939,William Nylander,1996-05-01,CAN,10,Toronto Maple Leafs
8477941,Nick Ritchie,1995-12-05,CAN,10,Toronto Maple Leafs
8478047,Michael Bunting,1995-09-17,CAN,10,Toronto Maple Leafs
8478115,Pierre Engvall,1996-05-31,SWE,10,Toronto Maple Leafs
8478131,Ondrej Kase,1995-11-08,CZE,10,Toronto Maple Leafs
8478408,Travis Dermott,1996-12-22,CAN,10,Toronto Maple Leafs
8478483,Mitchell Marner,1997-05-05,CAN,10,Toronto Maple Leafs
8479318,Auston Matthews,1997-09-17,USA,10,Toronto Maple Leafs
8480043,Timothy Liljegren,1999-04-30,SWE,10,Toronto Maple Leafs
8480144,David Kampf,1995-01-12,CZE,10,Toronto Maple Leafs
8480873,Rasmus Sandin,2000-03-07,SWE,10,Toronto Maple Leafs
8481624,Ilya Mikheyev,1994-10-10,RUS,10,Toronto Maple Leafs
8473533,Jordan Staal,1988-09-10,CAN,12,Carolina Hurricanes
8474013,Ian Cole,1989-02-21,USA,12,Carolina Hurricanes
8474090,Brendan Smith,1989-02-08,CAN,12,Carolina Hurricanes
8474613,Derek Stepan,1990-06-18,USA,12,Carolina Hurricanes
8475799,Nino Niederreiter,1992-09-08,CHE,12,Carolina Hurricanes
8475855,Jesper Fast,1991-12-02,SWE,12,Carolina Hurricanes
8475883,Frederik Andersen,1989-10-02,DNK,12,Carolina Hurricanes
8476389,Vincent Trocheck,1993-07-11,USA,12,Carolina Hurricanes
8476869,Brady Skjei,1994-03-26,USA,12,Carolina Hurricanes
8476882,Teuvo Teravainen,1994-09-11,FIN,12,Carolina Hurricanes
8476921,Jordan Martinook,1992-07-25,CAN,12,Carolina Hurricanes
8476958,Jaccob Slavin,1994-05-01,USA,12,Carolina Hurricanes
8477293,Antti Raanta,1989-05-12,FIN,12,Carolina Hurricanes
8477488,Brett Pesce,1994-11-15,USA,12,Carolina Hurricanes
8477950,Tony DeAngelo,1995-10-24,USA,12,Carolina Hurricanes
8478427,Sebastian Aho,1997-07-26,FIN,12,Carolina Hurricanes
8478451,Ethan Bear,1997-06-26,CAN,12,Carolina Hurricanes
8478904,Steven Lorentz,1996-04-13,CAN,12,Carolina Hurricanes
8480039,Martin Necas,1999-01-15,CZE,12,Carolina Hurricanes
8480829,Jesperi Kotkaniemi,2000-07-06,FIN,12,Carolina Hurricanes
8480830,Andrei Svechnikov,2000-03-26,RUS,12,Carolina Hurricanes
8482093,Seth Jarvis,2002-02-01,CAN,12,Carolina Hurricanes
8478569,Noel Acciari,1991-12-01,USA,13,Florida Panthers
8478906,Markus Nutivaara,1994-06-06,FIN,13,Florida Panthers
8477933,Sam Reinhart,1995-11-06,CAN,13,Florida Panthers
8478975,Mason Marchment,1995-06-18,CAN,13,Florida Panthers
8466138,Joe Thornton,1979-07-02,CAN,13,Florida Panthers
8471887,Patric Hornqvist,1987-01-01,SWE,13,Florida Panthers
8475462,Radko Gudas,1990-06-05,CZE,13,Florida Panthers
8475683,Sergei Bobrovsky,1988-09-20,RUS,13,Florida Panthers
8476456,Jonathan Huberdeau,1993-06-04,CAN,13,Florida Panthers
8477346,MacKenzie Weegar,1994-01-07,CAN,13,Florida Panthers
8477407,Anthony Duclair,1995-08-26,CAN,13,Florida Panthers
8477409,Carter Verhaeghe,1995-08-14,CAN,13,Florida Panthers
8477493,Aleksander Barkov,1995-09-02,FIN,13,Florida Panthers
8477932,Aaron Ekblad,1996-02-07,CAN,13,Florida Panthers
8477935,Sam Bennett,1996-06-20,CAN,13,Florida Panthers
8477986,Brandon Montour,1994-04-11,CAN,13,Florida Panthers
8477992,Jonas Johansson,1995-09-19,SWE,13,Florida Panthers
8478055,Gustav Forsling,1996-06-12,SWE,13,Florida Panthers
8478366,Frank Vatrano,1994-03-14,USA,13,Florida Panthers
8479066,Ryan Lomberg,1994-12-09,CAN,13,Florida Panthers
8479355,Olli Juolevi,1998-05-05,FIN,13,Florida Panthers
8479523,Lucas Carlsson,1997-07-05,SWE,13,Florida Panthers
8479553,Maxim Mamin,1995-01-13,RUS,13,Florida Panthers
8480015,Owen Tippett,1999-02-16,CAN,13,Florida Panthers
8480185,Eetu Luostarinen,1998-09-02,FIN,13,Florida Panthers
8481519,Spencer Knight,2001-04-19,USA,13,Florida Panthers
8482113,Anton Lundell,2001-10-03,FIN,13,Florida Panthers
8477205,Andrej Sustr,1990-11-29,CZE,14,Tampa Bay Lightning
8478178,Darren Raddysh,1996-02-28,CAN,14,Tampa Bay Lightning
8470621,Corey Perry,1985-05-16,CAN,14,Tampa Bay Lightning
8470880,Brian Elliott,1985-04-09,CAN,14,Tampa Bay Lightning
8473986,Alex Killorn,1989-09-14,CAN,14,Tampa Bay Lightning
8474034,Pat Maroon,1988-04-23,USA,14,Tampa Bay Lightning
8474151,Ryan McDonagh,1989-06-13,USA,14,Tampa Bay Lightning
8474564,Steven Stamkos,1990-02-07,CAN,14,Tampa Bay Lightning
8474567,Zach Bogosian,1990-07-15,USA,14,Tampa Bay Lightning
8475167,Victor Hedman,1990-12-18,SWE,14,Tampa Bay Lightning
8476292,Ondrej Palat,1991-03-28,CZE,14,Tampa Bay Lightning
8476453,Nikita Kucherov,1993-06-17,RUS,14,Tampa Bay Lightning
8476883,Andrei Vasilevskiy,1994-07-25,RUS,14,Tampa Bay Lightning
8477930,Pierre-Edouard Bellemare,1985-03-06,FRA,14,Tampa Bay Lightning
8478010,Brayden Point,1996-03-13,CAN,14,Tampa Bay Lightning
8478416,Erik Cernak,1997-05-28,SVK,14,Tampa Bay Lightning
8478472,Mathieu Joseph,1997-02-09,CAN,14,Tampa Bay Lightning
8478519,Anthony Cirelli,1997-07-15,CAN,14,Tampa Bay Lightning
8479383,Boris Katchouk,1998-06-18,CAN,14,Tampa Bay Lightning
8479390,Taylor Raddysh,1998-02-18,CAN,14,Tampa Bay Lightning
8479410,Mikhail Sergachev,1998-06-25,RUS,14,Tampa Bay Lightning
8479525,Ross Colton,1996-09-11,USA,14,Tampa Bay Lightning
8479984,Cal Foote,1998-12-13,USA,14,Tampa Bay Lightning
8480172,Jan Rutta,1990-07-29,CZE,14,Tampa Bay Lightning
8475958,Michael Sgarbossa,1992-07-25,CAN,15,Washington Capitals
8479395,Dennis Cholowski,1998-02-15,CAN,15,Washington Capitals
8471214,Alex Ovechkin,1985-09-17,RUS,15,Washington Capitals
8471698,T.J. Oshie,1986-12-23,USA,15,Washington Capitals
8473563,Nicklas Backstrom,1987-11-23,SWE,15,Washington Capitals
8474176,Carl Hagelin,1988-08-23,SWE,15,Washington Capitals
8474189,Lars Eller,1989-05-08,DNK,15,Washington Capitals
8474590,John Carlson,1990-01-10,USA,15,Washington Capitals
8474602,Justin Schultz,1990-07-06,CAN,15,Washington Capitals
8475200,Dmitry Orlov,1991-07-23,RUS,15,Washington Capitals
8475324,Nick Jensen,1990-09-21,USA,15,Washington Capitals
8475343,Nic Dowd,1990-05-27,USA,15,Washington Capitals
8475625,Matt Irwin,1987-11-29,CAN,15,Washington Capitals
8475744,Evgeny Kuznetsov,1992-05-19,RUS,15,Washington Capitals
8476880,Tom Wilson,1994-03-29,CAN,15,Washington Capitals
8477839,Conor Sheary,1992-06-08,USA,15,Washington Capitals
8477845,Trevor van Riemsdyk,1991-07-24,USA,15,Washington Capitals
8477903,Garnet Hathaway,1991-11-23,USA,15,Washington Capitals
8477970,Vitek Vanecek,1996-01-09,CZE,15,Washington Capitals
8478466,Daniel Sprong,1997-03-17,NLD,15,Washington Capitals
8478492,Ilya Samsonov,1997-02-22,RUS,15,Washington Capitals
8481517,Brett Leason,1999-04-30,CAN,15,Washington Capitals
8481580,Connor McMichael,2001-01-15,CAN,15,Washington Capitals
8481656,Aliaksei Protas,2001-01-06,BLR,15,Washington Capitals
8474870,Tyler Johnson,1990-07-29,USA,16,Chicago Blackhawks
8481147,Reese Johnson,1998-07-10,CAN,16,Chicago Blackhawks
8476545,Kurtis Gabriel,1993-04-20,CAN,16,Chicago Blackhawks
8476979,Erik Gustafsson,1992-03-14,SWE,16,Chicago Blackhawks
8478043,Sam Lafferty,1995-03-06,USA,16,Chicago Blackhawks
8479542,Brandon Hagel,1998-08-27,CAN,16,Chicago Blackhawks
8480231,Jakub Galvas,1999-06-15,CZE,16,Chicago Blackhawks
8480947,Kevin Lankinen,1995-04-28,FIN,16,Chicago Blackhawks
8481004,Josiah Slavin,1998-12-31,USA,16,Chicago Blackhawks
8482528,Cale Morris,1996-05-22,USA,16,Chicago Blackhawks
8470594,Marc-Andre Fleury,1984-11-28,CAN,16,Chicago Blackhawks
8473604,Jonathan Toews,1988-04-29,CAN,16,Chicago Blackhawks
8474141,Patrick Kane,1988-11-19,USA,16,Chicago Blackhawks
8475177,Calvin de Haan,1991-05-09,CAN,16,Chicago Blackhawks
8475792,Brett Connolly,1992-05-02,CAN,16,Chicago Blackhawks
8476473,Connor Murphy,1993-03-26,USA,16,Chicago Blackhawks
8476915,Jujhar Khaira,1994-08-13,CAN,16,Chicago Blackhawks
8476931,Jake McCabe,1993-10-12,USA,16,Chicago Blackhawks
8477330,Dominik Kubalik,1995-08-21,CZE,16,Chicago Blackhawks
8477495,Seth Jones,1994-10-03,USA,16,Chicago Blackhawks
8477846,Ryan Carpenter,1991-01-18,USA,16,Chicago Blackhawks
8478440,Dylan Strome,1997-03-07,CAN,16,Chicago Blackhawks
8478452,Caleb Jones,1997-06-06,USA,16,Chicago Blackhawks
8479337,Alex DeBrincat,1997-12-18,USA,16,Chicago Blackhawks
8479388,Riley Stillman,1998-03-09,CAN,16,Chicago Blackhawks
8479404,Henrik Borgstrom,1997-08-06,FIN,16,Chicago Blackhawks
8480025,MacKenzie Entwistle,1999-07-14,CAN,16,Chicago Blackhawks
8480070,Ian Mitchell,1999-01-18,CAN,16,Chicago Blackhawks
8480798,Philipp Kurashev,1999-10-12,CHE,16,Chicago Blackhawks
8480814,Nicolas Beaudin,1999-10-07,CAN,16,Chicago Blackhawks
8481523,Kirby Dach,2001-01-21,CAN,16,Chicago Blackhawks
8482635,Mike Hardman,1999-02-05,USA,16,Chicago Blackhawks
8482821,Arvid Soderblom,1999-08-19,SWE,16,Chicago Blackhawks
